Case #1: 125
37 42 105194
14 30 35948
12 22 57995
36 33 45100
17 38 131328
25 37 118019
35 42 97733
45 28 18478
14 17 65326
12 42 83878
39 9 91352
30 4 123260
9 23 77707
45 8 45818
30 44 115818
1 2 69305
15 32 97156
21 8 124655
24 38 117030
1 4 153794
37 19 57329
44 31 161419
42 10 74013
11 37 66338
20 6 139528
18 17 14049
15 38 192636
3 39 68503
38 3 158071
35 4 119897
25 18 124732
27 2 16757
7 14 82502
36 2 3762
36 32 23577
41 17 42278
4 9 150066
8 5 80923
45 20 84050
1 31 147989
25 7 168064
37 41 87420
17 48 114275
11 41 63335
10 37 31181
15 22 106235
2 17 10321
17 31 94693
28 23 33695
12 7 103081
35 20 118450
47 44 105961
25 36 98412
10 35 45056
30 15 110424
18 36 28132
1 39 95056
46 9 62745
23 36 14323
7 44 105097
41 35 78147
30 41 63351
44 23 95132
41 29 47565
44 3 119799
10 5 45785
40 44 88591
46 7 76860
39 11 74432
36 20 84968
16 39 46173
14 38 167930
31 14 133689
32 17 35848
17 11 59002
16 35 51954
35 32 57059
36 5 57359
6 26 82154
38 9 174433
30 34 63804
35 43 65201
45 24 56050
7 3 83010
28 8 42936
18 15 101711
19 6 70970
5 27 70354
28 19 33946
19 39 44087
33 45 44182
44 34 81738
2 35 37244
43 21 109662
22 37 72641
10 4 97989
27 46 13901
40 24 90780
33 38 139310
23 38 133380
43 28 49279
24 43 86875
12 13 121177
33 31 125710
11 12 72070
26 5 61781
19 9 77958
24 46 56062
40 1 96420
21 14 131022
11 43 76638
5 17 69630
46 8 45806
37 30 75394
42 36 64251
6 38 173641
23 20 85893
40 17 47895
47 7 56411
43 34 58702
35 14 86561
29 33 46164
12 16 43811
39 5 85060
41 10 56239
5 1 120532
22 13 132394
42 28 81811
27 15 88386
19 4 100989
44 33 98043
24 18 83264
44 35 114291
16 30 51111
25 46 97506
28 40 53208
13 19 116124
17 29 15147
1 28 82545
10 1 74747
18 10 37894
23 45 15241
40 7 111578
33 47 70252
10 3 50588
19 48 96029
9 40 97487
18 21 91634
44 12 100436
8 37 66319
26 21 105513
47 23 41311
13 37 62008
24 19 71542
16 24 71234
40 41 63603
34 4 115210
21 38 197000
32 41 68242
41 14 92232
30 19 51419
45 17 13165
47 4 113403
15 40 109227
40 12 44761
1 35 92209
19 26 42144
39 22 60357
36 10 11574
22 23 16521
38 1 167687
48 41 94591
31 22 113266
40 27 48643
32 48 123769
37 15 116334
46 18 27226
40 46 34742
5 2 59309
30 39 64522
42 11 109170
48 39 129705
20 8 111062
37 6 97339
16 1 81645
15 42 137830
22 24 87812
34 8 54889
42 47 89403
10 40 45410
15 20 122081
39 21 107456
38 47 141839
33 10 50696
1 12 92694
15 2 77341
2 12 23389
25 2 100362
7 17 90013
6 21 134339
34 11 73714
41 46 45571
20 13 164884
27 37 55750
43 46 30813
21 46 78849
38 43 148964
45 22 31762
37 43 72662
23 10 25897
13 33 125016
18 32 49897
48 44 181001
15 12 100730
38 7 195011
6 16 73056
38 34 146040
8 14 95585
48 46 101098
39 29 30577
42 23 78574
48 28 119564
33 41 86761
7 9 139605
4 14 92949
39 7 105443
26 33 66692
12 45 26233
39 12 49140
48 25 144053
44 36 80809
47 39 54665
16 38 114381
41 8 63316
27 28 32367
30 42 99260
37 24 95517
16 21 96415
11 5 80942
42 27 77246
17 36 14083
33 9 86345
30 24 20123
25 5 41053
2 3 42752
35 33 78582
4 2 90177
18 12 47759
8 19 61286
43 16 48379
10 21 89517
4 29 89315
15 34 102374
1 33 110643
5 13 138974
40 20 63026
16 17 30743
44 14 132052
21 20 149513
29 28 20460
16 32 18901
33 17 57347
31 40 116258
30 32 56216
36 14 53079
24 28 72134
8 33 71194
37 32 43184
24 12 82283
1 18 61046
31 32 104187
8 42 109151
39 18 50121
10 25 86838
20 30 119977
25 44 177409
2 37 44705
43 12 57058
44 8 125709
36 26 27570
28 37 38979
13 2 97788
34 1 94338
2 24 58894
37 18 69075
19 21 63871
43 8 76619
38 35 152539
20 42 147383
34 12 37908
12 35 60633
21 11 124674
29 14 50179
31 43 112329
6 34 83355
15 36 75391
28 18 45692
30 5 89998
18 23 42455
16 34 45455
34 20 56173
3 41 85491
48 8 146904
11 16 42055
41 27 57944
35 45 34400
35 25 123225
40 22 49782
47 19 41562
33 11 85853
38 27 132052
32 40 57413
47 22 57832
33 21 120039
46 34 27889
9 48 102217
34 37 69738
21 42 142194
10 13 93189
34 40 6853
11 19 61305
34 27 41790
27 19 29381
15 29 76479
47 29 24088
44 41 125474
20 41 100099
8 15 120291
25 29 99500
4 26 85027
21 9 141327
24 3 56579
7 19 92340
40 39 63325
43 9 31932
26 22 57456
23 13 115873
1 13 125519
8 6 101296
4 25 184827
12 17 33710
18 30 63141
48 2 103954
22 48 112801
33 48 145292
39 43 59420
47 25 111653
12 37 68094
27 10 24569
18 45 27214
40 6 90208
36 12 27151
29 43 32807
48 34 128987
29 27 15895
14 22 83923
15 47 100567
35 19 48056
46 30 35939
12 3 66141
26 32 27999
30 48 137037
39 13 123539
46 31 81516
28 22 49258
38 32 119486
16 5 38887
8 38 142621
5 33 82685
38 36 119057
38 2 121007
45 40 34730
2 19 18336
14 25 137744
44 37 121752
28 35 52854
23 39 43836
10 17 23845
1 8 94378
21 40 96881
47 35 60470
31 15 156001
35 48 87922
28 6 73956
26 46 26664
1 7 96802
37 46 41849
17 15 87662
14 12 78394
17 1 75095
6 10 66158
17 37 55026
25 26 102834
33 40 23158
33 22 72940
47 6 81467
28 14 68245
20 19 86144
33 25 123738
14 19 67653
10 9 66950
2 7 79692
36 13 101550
5 40 91195
22 20 69372
37 39 70456
36 4 86415
44 26 106567
27 30 49840
16 8 42036
18 26 53890
4 37 129170
47 11 35398
22 4 117259
11 31 127341
45 37 41861
19 5 71933
42 5 119798
28 16 14696
21 1 126779
20 47 110120
28 17 31643
30 2 38771
28 34 46355
31 35 115904
38 29 120145
1 23 63159
21 25 176355
3 18 67122
24 10 64336
23 24 71291
24 25 81673
17 4 100498
16 18 44792
27 3 53821
8 30 63844
18 48 122820
11 29 47819
14 46 52173
32 22 29457
37 48 142947
15 39 103092
33 32 62699
12 30 62160
30 23 51168
5 18 83679
35 27 48289
42 2 60489
20 12 94081
22 17 44927
25 9 41836
26 24 64825
2 14 55005
8 31 127322
26 14 76443
46 23 15229
32 25 96783
30 13 94985
22 42 95095
19 36 14574
12 6 81711
39 20 112645
24 32 76339
22 34 56635
9 31 144261
3 43 70733
6 13 114413
9 24 77669
7 18 104062
11 35 80213
25 20 88313
44 32 102574
30 45 35927
19 42 78825
31 27 95417
42 17 70810
19 44 95383
31 7 158376
33 12 54213
48 43 70285
33 27 58095
38 37 76302
18 27 41127
36 47 26988
27 21 92750
19 38 133631
48 20 148694
28 25 94636
31 10 92184
20 4 171383
43 36 31719
36 24 56968
48 31 182614
16 20 83666
45 9 62757
28 31 99982
20 46 84062
41 24 83474
41 5 102024
23 32 37900
40 29 36712
15 16 92051
17 9 69869
1 30 30534
17 13 108109
32 2 25527
41 34 70456
4 12 113566
8 24 83967
21 45 78861
26 42 90009
40 23 33261
26 41 44174
3 31 121436
39 32 51278
35 46 34388
42 41 108916
40 48 129541
43 25 73768
36 27 14807
29 8 47800
24 34 83927
44 22 111653
20 32 98829
19 31 96996
29 24 54068
41 39 74178
28 32 19801
26 12 52909
34 36 28795
17 47 39235
36 41 44665
48 26 127762
44 5 136356
16 29 19560
18 9 83918
16 7 94426
23 12 41474
47 5 80141
22 7 108610
45 34 27877
36 39 29513
48 42 164443
46 1 66473
39 42 34738
24 14 56071
4 24 143383
14 16 67345
39 4 115928
14 43 82986
2 18 24370
13 14 59037
41 38 163722
14 48 153271
31 18 108742
41 13 146215
44 29 81873
31 24 137578
29 10 12662
48 24 129474
37 47 65537
27 16 31467
30 9 97792
13 7 141539
17 19 28657
29 45 1982
9 12 88990
30 36 36845
30 47 9857
44 1 146352
36 45 918
43 45 30825
25 42 160851
42 40 98063
42 44 16558
46 12 26245
22 41 46863
41 9 108049
23 6 70719
41 6 101061
4 18 114547
39 45 28595
4 15 161806
9 47 88827
39 33 72777
24 27 69963
27 32 36572
48 36 102004
30 22 67689
14 27 66074
23 34 40114
38 40 152893
35 13 117780
3 16 57486
3 19 55400
4 13 151986
5 31 137969
45 14 52161
7 21 155709
9 35 97133
9 3 102665
12 19 41725
22 29 33744
14 39 80756
24 17 69215
26 43 57477
43 47 56895
31 13 182160
21 37 120698
13 46 100644
14 40 86891
22 21 80141
24 13 76228
25 19 112986
40 26 61406
23 14 67402
18 22 39981
33 6 99660
21 12 105094
12 25 123751
32 5 57788
46 38 118151
9 34 90634
4 6 73482
31 36 82422
44 45 79891
28 7 95326
43 32 53484
5 23 71682
27 47 39983
21 41 93962
34 29 29859
25 30 101796
48 3 141018
24 21 134911
32 11 47160
3 5 96373
12 47 52303
30 33 80109
43 7 107673
25 34 125395
16 37 38079
38 5 153268
26 13 109185
32 12 48916
48 5 157551
40 47 60800
25 23 112735
10 28 7798
23 21 63620
26 3 66584
15 13 85982
46 28 18466
3 34 67785
37 40 76591
39 34 56472
7 10 87528
29 23 17223
8 27 32912
5 12 82698
9 1 128326
32 34 50560
22 43 62563
8 18 73032
44 20 137911
37 23 57078
20 3 123958
35 37 76237
14 42 115494
48 10 111766
22 5 87245
43 13 129654
47 32 46359
31 34 109405
16 42 80911
24 35 41552
18 35 61614
17 6 68643
26 30 44702
25 13 157901
34 5 84342
45 7 76848
25 27 111407
21 17 92026
47 18 53284
23 3 55149
38 42 151759
27 1 80374
8 22 76598
28 13 100987
33 16 43798
4 41 129201
15 7 112773
38 30 137153
33 20 39868
44 18 101417
41 47 66141
31 39 110123
15 11 120310
20 7 160898
36 37 42755
30 21 114788
38 31 199667
29 35 36382
42 13 158277
31 4 168837
21 13 179493
2 11 48681
9 13 153897
39 10 39275
45 48 101110
12 48 127343
11 23 61054
40 30 70657
26 37 47177
6 11 101315
45 1 66461
46 19 15480
6 25 152996
5 45 56465
11 22 76617
11 20 125721
14 5 106232
21 28 97315
19 15 89965
10 26 15996
9 26 82946
48 23 96280
45 19 15492
12 38 144396
48 4 150239
26 17 39841
11 13 120526
39 17 36072
7 36 77766
33 34 16305
48 13 199939
33 14 96343
15 41 120056
35 17 47565
47 14 26091
45 27 13913
9 27 76646
33 28 58494
17 25 110683
15 43 43672
38 25 194321
11 4 104188
5 46 56453
43 4 118134
21 44 158752
31 6 137006
19 33 56670
19 43 46293
9 28 74748
2 45 2844
10 34 38557
2 23 18085
46 47 26082
34 2 30721
42 29 65315
20 27 97963
44 16 97469
45 42 63333
16 19 33046
28 36 19372
39 6 84073
10 14 60447
19 23 251
26 11 19161
7 26 103524
46 17 13177
34 42 91210
43 10 41481
40 43 65555
20 31 165578
6 43 86303
22 1 79680
23 8 61035
48 6 156588
37 33 63008
9 15 75604
39 46 28607
20 9 46477
27 48 114999
2 29 4826
7 11 91809
4 42 150666
17 23 28406
6 2 58322
42 31 144861
9 5 82889
47 8 69494
14 11 61489
22 3 71670
9 2 65601
32 42 86016
21 5 135302
3 4 127241
5 43 87266
6 15 129975
8 13 128327
28 44 98369
31 16 99082
19 34 40365
12 31 107761
23 31 96745
10 2 13524
31 30 117455
15 25 117440
18 29 29196
6 45 55478
11 24 45664
13 47 85128
35 23 47805
12 27 40146
16 23 32795
2 22 34606
36 9 63651
28 15 92951
16 4 104887
21 15 153334
11 27 32931
6 42 118811
3 35 74308
29 12 28215
25 41 143077
5 28 53583
15 45 74497
9 8 102088
29 6 57460
24 15 130547
20 37 102876
16 22 48358
28 4 105787
21 36 77943
42 43 94158
36 40 35648
15 3 114405
2 40 37574
28 2 21322
35 39 62995
38 45 118163
3 11 61997
26 31 108180
45 26 26676
22 25 103022
22 10 41460
16 2 20422
28 30 52011
39 44 51296
24 7 86391
45 31 81528
40 11 80567
31 47 107598
30 3 36456
6 36 56396
32 10 12003
24 1 50657
42 9 126090
3 8 85726
47 45 26070
27 26 13770
27 39 42508
44 38 168317
26 38 123479
4 23 100738
29 26 28658
10 30 44213
1 11 56075
35 40 69130
41 43 76384
14 34 80038
21 4 164358
32 7 99531
1 48 127408
1 6 121858
Case #95: 220
2 15 282651
25 6 210877
26 1 256184
3 24 242885
26 23 145512
1 5 305189
16 1 228904
21 16 190163
6 17 63886
4 19 216101
19 23 174749
14 26 190227
14 18 138254
10 15 172163
7 6 308086
11 23 357033
3 25 264359
24 7 269894
19 25 201587
16 24 111020
17 21 104223
22 12 90907
13 23 194976
19 26 113256
11 14 127934
14 8 243983
13 3 222586
4 25 54773
16 5 98604
14 5 154911
19 17 54596
11 24 275824
21 4 57282
9 13 207787
22 10 173825
19 11 195534
23 3 335894
18 13 104131
9 21 168531
13 24 183733
3 19 275275
12 7 315901
2 3 152688
6 18 130772
12 14 180873
24 2 306601
9 20 116834
10 17 173907
25 10 285415
10 13 321459
1 19 325280
6 3 281077
4 11 175057
22 15 1662
11 7 206532
5 11 282845
3 10 391098
14 25 101896
21 12 172436
25 12 234029
14 17 191243
7 18 177314
12 24 113195
2 26 279891
24 22 25612
14 16 217507
17 20 52526
23 15 118409
20 3 269717
20 19 107122
22 6 63804
25 21 112055
24 15 23950
16 4 170384
10 20 222945
20 16 138466
10 1 400349
15 6 62142
6 26 122546
8 25 277633
5 12 133466
2 7 55159
26 20 111186
26 24 84354
25 15 148735
1 17 275715
15 7 245944
1 2 325260
8 3 291440
9 25 177554
18 8 231493
9 10 238586
7 5 251411
12 19 32905
26 15 60404
12 9 155668
18 10 240793
18 12 138587
13 1 201473
5 6 106363
21 10 274642
13 8 209860
10 7 416459
25 23 233843
17 13 158039
1 3 398059
5 20 95003
11 20 284036
17 16 85940
10 12 209958
13 26 156104
5 18 112851
15 11 251874
7 25 246719
2 18 227918
22 16 89346
23 5 74188
1 24 252136
7 9 311996
2 9 331574
22 19 58002
19 2 303442
24 23 142359
5 21 146700
11 10 209927
5 8 118642
14 24 216937
7 14 144823
23 14 229099
9 15 66423
3 12 308180
9 17 68167
23 16 172792
25 1 243246
3 15 218935
1 6 290328
6 23 180551
22 14 194649
25 22 150397
13 6 221925
13 25 67773
19 9 122763
8 6 225005
19 15 56340
15 21 102479
4 8 222860
16 9 61943
5 25 159655
12 13 214996
17 12 87501
21 13 70282
18 3 287565
21 26 162883
10 4 308459
4 3 209586
9 6 128565
12 15 89245
13 15 159783
21 23 220888
7 20 195162
19 10 228503
8 26 189966
22 26 62066
26 16 27280
1 18 279604
6 10 186405
2 6 344793
22 20 52444
3 11 249983
17 2 280907
4 2 136787
5 13 120788
25 20 163752
26 7 306348
21 3 266868
21 11 232339
4 17 161505
26 18 129034
14 2 89664
25 16 115611
7 17 247688
7 22 247606
9 24 90373
8 23 44454
17 3 220679
9 3 285358
9 26 89223
12 11 228439
25 18 145904
12 16 129281
9 11 318297
23 2 232382
22 23 120071
4 13 13000
4 15 159761
1 12 358185
19 5 100561
11 22 253536
4 20 108979
19 7 302284
1 15 273971
9 23 161187
3 26 279339
15 14 192987
17 8 164607
24 4 180678
26 5 71324
16 18 156314
18 20 17848
15 17 1744
25 26 88331
8 15 162863
2 10 427525
23 1 379377
18 9 134682
9 8 205641
1 11 363530
22 1 275633
4 26 143104
24 6 38192
Case #96: 303
15 27 194472
15 31 207197
22 5 144984
1 7 179346
27 13 183274
9 15 140141
14 16 195109
1 18 164069
29 25 173083
21 4 119538
20 30 115542
29 1 20922
29 18 143147
29 30 126438
27 1 186442
7 12 196392
17 27 181598
13 10 314645
11 29 93050
24 2 163164
17 26 128286
20 26 48147
19 23 282659
13 22 226386
9 7 256432
21 19 260145
16 24 123023
20 21 141223
30 26 67395
1 19 150344
18 25 225046
22 20 88607
26 1 95312
22 6 166923
6 10 311798
1 4 203894
26 27 148321
19 3 244647
20 18 185945
31 25 133069
31 18 157497
28 23 121171
15 12 158509
4 9 116460
2 1 78790
6 3 101979
13 28 106887
11 22 159938
26 22 136754
8 9 347479
29 24 83010
9 5 194522
12 19 111263
27 10 265244
20 4 61493
14 7 159876
19 10 376304
18 7 230200
19 26 209682
9 18 146876
7 19 132762
8 14 250923
17 28 135233
24 28 137962
28 11 30131
27 12 225523
17 3 42451
14 28 82789
1 12 39081
25 5 181776
16 15 177515
30 31 133432
26 18 146166
11 17 105102
28 5 131874
4 15 63489
25 20 139662
27 5 200705
21 3 115770
10 18 243211
16 23 43934
16 4 175205
2 4 151975
26 8 166497
15 5 137661
24 19 212432
20 13 148087
12 2 117871
11 21 117932
16 3 197625
9 17 269509
27 28 155268
26 29 116234
15 26 46151
17 22 219971
13 14 179368
14 19 203124
23 11 91040
30 3 116453
6 26 102988
14 12 202094
26 28 6947
16 11 134974
25 30 174311
20 24 179162
17 2 130642
26 2 134637
16 21 128068
30 14 126987
11 2 150918
22 8 297941
14 6 192724
8 17 248415
11 27 171505
27 8 187388
19 28 202735
13 3 14105
4 29 224816
8 25 183724
29 17 72774
21 25 173628
10 1 304122
19 15 163531
25 24 228340
7 26 84034
30 27 80926
5 7 208961
14 25 181251
28 9 179345
18 11 169350
1 21 125171
13 2 187198
24 13 184587
2 19 229134
3 1 94303
28 4 102693
4 6 211570
7 30 151429
31 7 225746
25 7 92677
29 20 163815
1 28 102259
2 25 230144
19 5 179959
24 26 131015
21 18 51418
6 23 170844
28 2 127690
17 5 81467
15 6 149139
18 23 120584
4 24 240655
24 6 92050
8 18 312663
25 23 197038
24 31 184338
31 27 214358
25 26 143693
27 20 196468
22 21 146652
30 1 105516
23 22 198193
23 13 167796
8 15 207338
10 11 305811
28 12 119305
1 14 185048
22 31 252731
27 2 240621
9 23 247731
3 12 133384
16 2 151234
22 16 173988
16 12 224192
14 17 172953
6 8 223117
21 27 108279
31 26 161046
15 24 177166
28 18 153113
28 25 150640
3 5 123918
12 18 161306
6 31 92288
31 9 302269
31 4 220570
11 20 71331
21 2 190472
11 15 69335
30 6 97840
10 2 324962
5 1 29615
24 17 151578
13 19 258752
1 25 152161
12 4 221998
8 29 236363
7 24 215049
19 27 229103
30 19 255860
6 1 7676
12 8 254522
4 25 201155
3 4 145359
13 18 181119
26 23 114224
12 11 111209
24 22 258973
29 22 195521
26 21 94748
18 6 171745
20 17 176433
7 15 116291
23 14 151175
9 22 49538
23 30 181619
20 6 151135
15 1 141463
14 26 89736
31 29 105534
27 7 96341
18 17 124737
9 25 277807
1 16 207102
22 10 145873
1 20 143459
6 5 21939
12 25 191242
25 19 225439
18 24 199673
10 8 443814
18 4 164260
8 30 233892
14 20 41589
10 3 300540
29 14 205404
31 8 281175
22 12 213680
12 23 202249
28 22 129807
19 22 250142
9 21 196190
1 17 51852
16 25 153104
18 22 97338
10 16 319861
25 15 141658
3 29 115225
20 31 209193
11 26 23184
2 5 49175
19 20 161535
28 6 109935
2 20 90482
28 21 101695
7 13 145429
29 5 50537
1 13 108408
3 26 85835
13 8 220069
21 24 203176
24 12 101169
11 25 120509
24 1 99726
16 7 185728
12 13 147489
11 19 222472
8 2 294231
10 17 258089
27 25 173569
16 29 206033
19 6 158020
27 16 89387
9 19 299680
30 5 119779
22 25 228269
9 2 228627
27 23 133321
20 3 133982
21 17 73319
27 18 159697
10 30 319878
12 29 18159
16 28 138311
15 17 174437
7 28 77087
8 5 245056
3 23 153691
17 30 100672
29 13 129330
6 12 46757
30 28 74342
26 9 186292
6 17 59528
2 3 173093
12 21 148882
1 31 84612
9 12 263218
8 24 245649
15 3 131986
10 9 195411
4 10 212795
7 21 178782
Case #97: Impossible
Case #98: 12
4 7 940953
9 8 595269
8 7 312809
6 10 439153
3 7 859752
1 4 571882
11 9 662092
6 8 343767
5 2 289414
7 5 437841
7 10 470111
2 1 289055
Case #99: 79
12 5 463136
8 35 271508
13 27 614928
3 33 410722
25 33 560486
37 21 176506
40 8 485101
43 6 485577
41 1 481709
4 5 307547
38 21 645525
12 34 579438
5 22 742113
5 34 502434
21 33 419464
32 1 426945
33 19 228175
28 15 336050
27 18 292069
1 21 682135
2 43 326276
42 38 464839
8 31 284792
39 28 350061
32 24 339171
19 26 239661
44 30 132
15 42 217568
27 12 307797
36 42 366798
21 6 108880
20 43 863956
6 27 563454
42 7 410836
14 18 664558
33 44 313949
18 6 328065
12 36 334686
35 19 238072
13 18 748041
10 32 342821
24 44 395264
7 41 464073
24 1 87774
18 12 517826
10 13 646873
44 1 483038
23 9 329886
2 40 231284
6 14 429157
32 23 281860
19 17 358790
2 22 637016
21 39 493559
31 36 394787
26 1 596581
36 27 162853
19 6 538774
27 11 433610
25 21 534601
18 16 460740
36 18 427212
4 35 514121
39 35 400491
20 32 677945
8 20 668985
30 11 463991
24 30 395132
13 12 764705
43 16 175638
22 6 518401
21 8 364576
11 23 378385
24 28 484565
11 26 472726
36 6 400601
31 15 571263
43 8 194971
34 11 601584
Case #100: Impossible
Case #101: 312
1 29 31212
7 15 188061
30 11 12811
23 26 331747
1 30 81666
8 29 91162
27 13 124835
13 20 227500
17 3 239845
15 5 46338
2 22 163002
5 21 146247
5 6 121772
9 8 134032
4 26 175838
11 26 143275
24 11 191090
12 29 198345
10 1 169195
11 14 191025
11 4 153350
21 11 114994
14 27 102455
3 25 110330
16 8 300993
24 15 162109
8 22 181882
8 25 174379
7 20 268787
9 2 247345
21 22 87941
3 19 147042
8 28 129959
27 1 131065
6 17 135333
23 14 267757
2 20 163093
3 23 360196
6 29 27254
12 27 62570
19 1 15936
5 28 259821
29 18 247229
7 3 304930
1 23 259642
9 19 230283
15 14 162044
5 2 161483
17 23 329068
10 4 201917
10 24 159923
23 16 11158
3 5 220324
4 5 152411
13 10 130196
17 11 149350
11 28 221576
24 27 102520
30 12 111827
27 17 212298
9 4 117366
28 20 278489
2 17 181004
9 30 253521
19 29 15276
5 18 217677
12 11 124638
2 14 191761
14 18 101971
2 10 265416
6 4 209013
17 28 146876
28 29 193879
13 30 49076
22 1 59508
4 20 97149
29 13 142890
23 30 299479
24 25 222982
27 2 174734
6 1 3958
12 7 191042
21 25 80438
26 21 123568
24 23 267692
23 21 231209
14 30 178214
10 23 387008
12 25 159313
21 6 24475
17 19 123355
30 24 178279
7 21 181398
19 24 155041
1 8 122374
2 30 177887
20 10 104768
18 22 271377
21 30 102183
11 13 55478
9 22 244713
20 1 115822
17 30 136539
15 1 164152
18 16 380756
15 18 264015
22 23 296120
18 27 204426
3 13 274013
13 8 169773
25 16 300489
23 7 344397
17 20 198247
15 25 156332
18 28 290655
6 13 115636
30 28 215174
28 23 182192
9 17 150949
19 10 177215
19 20 99886
8 14 209339
10 6 165237
10 27 163288
6 3 159020
18 6 268925
18 7 328482
14 16 278915
26 7 209694
25 27 123245
11 8 133508
10 25 221200
11 25 146482
10 11 74718
30 4 140539
1 14 170912
5 7 141723
30 5 62508
13 25 163683
4 14 42059
11 27 88570
15 27 59589
1 24 170977
24 3 250537
11 19 102497
9 18 26664
22 14 169406
26 20 188869
2 4 233820
5 10 150037
1 2 103494
8 3 222928
14 12 145151
10 12 182277
1 26 95135
28 22 113928
6 24 167019
3 9 188504
2 18 274009
2 21 75704
23 9 342934
25 4 262405
26 16 320589
11 16 301132
23 11 312290
9 11 266332
25 7 194600
19 15 180088
28 15 239342
12 8 232524
17 8 16917
12 28 309140
13 14 221576
27 22 177005
14 29 145258
7 14 257429
4 17 268315
24 26 133844
30 26 136873
26 3 257470
17 10 173661
6 19 11978
9 29 220565
9 7 301818
21 18 244450
18 25 244605
6 9 242261
8 4 251398
24 29 145323
5 20 160561
16 30 288321
28 21 191100
11 6 90519
3 10 324257
28 13 166098
18 23 369598
30 20 189572
28 7 162205
17 29 108079
10 21 189712
3 4 292661
25 5 109994
12 1 167133
18 12 247122
20 15 206899
10 22 158455
15 23 283309
24 4 42124
8 10 156744
13 23 348290
23 2 301355
5 12 49319
15 29 195364
2 12 210802
15 26 230227
14 5 115706
22 17 198799
29 21 2779
13 2 215172
12 16 216857
5 13 111584
12 22 213073
