350
23 125
5 12 354712
2 5 421669
10 11 848678
1 12 340325
13 16 763427
1 5 555486
17 3 870895
14 8 625072
15 9 681989
9 16 447178
15 8 823560
3 15 510370
5 13 587777
14 6 187948
15 10 804954
9 10 419380
9 2 150141
17 2 764339
9 3 171619
1 17 826710
3 3
1 2 1
2 3 1
1 3 100
17 107
8 3 537685
2 3 555642
12 4 348666
9 12 154504
4 15 336089
16 6 341265
17 9 162319
10 15 277739
7 13 282642
13 14 45050
13 15 154012
8 10 190615
10 5 34469
12 11 182280
1 2 258503
10 17 95445
17 7 110811
7 6 330142
6 10 249971
11 7 33303
17 11 144114
12 1 267581
14 4 335650
17 14 303807
7 16 240403
10 13 239637
8 17 127401
14 5 242831
16 8 281909
17 15 239441
7 1 250967
6 13 349756
12 15 277607
17 12 259788
13 2 290178
16 1 130443
10 3 347070
1 9 277001
4 6 122683
7 15 128630
9 15 263896
8 9 257489
3 7 311163
1 10 221737
10 16 91294
6 14 331456
11 2 390984
10 7 149109
10 11 182412
14 16 117068
15 14 135712
8 5 188377
10 9 66874
4 1 329662
12 5 255847
10 2 208572
4 10 127288
14 10 208362
15 3 213406
16 3 357772
15 6 257817
5 3 381539
13 16 162130
15 5 243270
11 16 273706
8 14 398977
8 12 387189
5 4 92819
2 4 335860
9 4 194162
17 1 297819
8 1 412352
15 2 380840
7 4 207459
9 13 306511
8 13 393545
12 13 299256
5 9 101343
6 9 316845
6 3 471223
3 12 162186
9 16 146558
11 4 240762
2 9 275446
1 11 217664
14 12 254206
8 4 281196
2 16 299866
7 8 238212
6 5 215502
4 17 153795
11 14 231039
2 14 271878
6 1 318081
4 16 218582
15 16 252780
3 17 421974
3 4 474358
14 9 263626
14 7 264342
5 11 147943
15 11 95327
1 5 236843
8 11 271515
2 12 429950
17 5 60976
14 1 13375
47 250
44 45 176392
22 19 143007
31 4 85172
44 1 195629
26 29 457904
8 44 142443
19 38 64514
23 7 52469
1 20 285111
2 41 185884
29 35 259315
45 43 56904
39 7 168346
32 37 291519
22 18 157660
31 32 179226
6 14 232454
33 9 216900
33 31 120023
16 30 185576
22 8 341551
9 14 202283
4 42 226188
35 11 293823
37 12 178319
21 14 218390
11 4 318657
7 21 152002
15 43 194965
24 42 244407
4 2 97560
30 40 288568
47 15 97105
20 27 262420
25 3 400902
2 16 228276
9 12 325045
36 9 340551
41 44 66649
15 28 253265
38 32 131207
4 44 217227
11 20 299473
33 30 188772
4 6 116792
5 3 297034
4 13 79364
28 3 234376
2 46 143712
37 28 162189
30 36 200522
35 12 153581
23 12 109420
18 41 93815
7 14 143240
21 6 190381
25 8 290445
7 18 82998
23 21 204471
24 35 359106
20 8 285215
11 24 328432
47 1 216495
37 5 310604
33 34 196486
47 35 157974
31 36 263690
46 18 48562
6 1 222715
42 19 235526
31 24 345726
43 32 77308
47 7 47497
33 1 178847
7 19 159441
46 17 81365
35 22 253045
33 42 92140
26 2 242471
45 29 247086
10 36 247016
9 31 198130
5 32 189394
28 44 226530
14 13 190170
42 27 81791
18 9 179246
15 23 92133
46 7 131560
36 34 346382
18 40 188378
14 27 184397
20 37 232928
27 17 203121
16 25 239398
40 20 221507
8 6 187607
24 47 356406
41 17 123537
2 22 211712
12 14 226385
27 33 156156
9 27 263965
5 2 337438
17 31 159679
29 36 288107
38 24 207088
1 12 127449
26 17 304818
17 16 165929
27 11 165816
28 45 349632
13 29 219254
29 14 242348
19 24 243567
16 47 216364
20 45 265874
17 6 42285
3 41 228072
32 42 303903
27 34 242007
12 4 281152
24 3 384741
28 30 192518
7 15 144602
27 30 222768
24 8 314174
41 28 210702
38 29 352084
13 45 205438
38 33 158952
2 19 111869
25 5 418831
19 25 125785
30 3 243882
28 22 131690
16 9 227910
20 39 284473
34 40 332520
17 42 182869
38 16 205623
8 34 291516
22 26 282685
37 42 244095
19 23 211910
47 9 220597
4 23 243051
9 26 177820
2 25 237654
39 30 260265
45 26 269939
28 36 280591
14 22 97418
19 33 203241
1 11 188507
36 42 257701
9 46 227808
8 19 226161
27 23 198762
31 2 182732
10 21 227189
42 31 212163
40 12 154673
39 9 152914
17 13 153871
24 40 414289
4 36 255382
28 25 270416
1 24 185307
46 4 155872
21 34 75928
28 34 221288
23 34 279609
25 29 456119
8 41 209092
28 46 91506
5 35 222027
26 10 286980
6 11 201865
12 32 299988
10 29 325923
27 31 241425
6 2 104632
36 20 274407
4 25 243765
16 14 25627
13 28 246789
43 14 335700
19 15 251136
33 43 236260
8 18 252086
6 19 213027
7 3 188068
2 29 374726
6 27 245406
39 42 304286
15 6 38137
21 20 268129
47 36 130218
24 10 233722
32 47 217648
32 15 272273
39 6 277292
25 9 163927
47 34 274637
9 4 112958
17 15 80394
23 10 127656
24 44 335554
5 40 379722
46 23 184029
32 40 275531
21 40 257382
11 37 304714
14 36 230294
14 41 154057
34 18 157288
46 3 142870
37 6 156547
46 40 225558
19 10 234628
42 7 135940
38 35 181037
46 33 87760
42 11 247607
7 28 199885
15 27 283515
24 43 359641
27 41 186297
11 32 137033
17 8 229892
30 29 332026
27 1 22691
43 18 275458
24 18 263721
15 20 221158
30 20 219307
6 40 288091
12 24 312756
37 38 305128
10 38 264793
38 21 38394
6 46 123650
5 16 179433
15 36 227324
3 14 251674
22 27 268677
3 35 174026
47 12 104448
18 39 251344
17 107
2 10 308605
7 2 90212
12 13 289079
5 2 255490
10 4 223617
14 12 262389
12 9 333766
11 7 430983
4 15 184134
6 3 253164
9 3 330802
16 3 424625
3 5 402803
4 16 288500
1 16 64599
6 5 149639
11 9 290609
17 2 299689
6 17 174662
4 17 284668
7 9 140374
12 17 183390
5 14 326312
5 4 141755
9 13 355619
3 14 248826
8 9 132942
2 1 266274
4 1 318083
8 11 386165
14 17 411801
13 6 280351
16 15 351518
7 14 161034
13 1 139104
12 11 479995
14 4 275601
8 14 372599
1 7 356486
8 3 197860
10 15 287960
6 9 77638
17 5 177929
2 16 330873
5 16 146745
13 11 402294
2 11 425634
5 11 362610
17 1 33415
14 2 112112
10 13 372599
16 10 298094
10 5 172420
10 8 168915
15 13 345899
8 4 165310
12 16 214574
8 6 55304
11 14 496456
9 2 183489
4 2 204779
13 2 366544
12 6 358052
1 14 378386
4 3 363170
6 14 331949
11 6 330861
6 15 240482
4 9 69754
5 1 211344
2 8 301777
7 17 382021
16 17 31184
4 6 110006
12 4 355056
9 14 254311
16 14 442985
5 8 204943
12 15 170922
11 17 296605
16 13 136873
11 15 404989
3 10 249814
6 7 218012
17 10 266910
7 12 240489
3 12 511215
5 9 72001
1 15 286919
3 17 427826
1 11 330020
15 3 340293
14 13 437366
9 10 191249
6 1 208077
7 13 276332
1 12 149975
4 7 210128
7 8 273316
2 3 360938
3 13 533515
15 2 20645
10 7 331623
7 3 409860
7 5 212375
13 17 105689
6 2 261127
42 178
2 42 359914
29 18 407985
35 19 72264
10 2 227893
4 20 400743
24 42 438021
30 37 223966
11 3 195164
27 25 361188
1 29 276900
28 16 218218
6 19 245773
18 19 198699
23 6 594825
33 25 337759
8 26 349723
19 1 113756
24 31 282733
1 14 259572
15 37 383634
41 12 250467
25 14 204332
25 39 340112
13 14 168223
40 41 323125
6 41 251114
27 6 214531
18 37 333728
6 4 360154
30 32 263275
10 29 286641
29 19 284884
38 33 113472
24 41 247969
39 9 283639
32 5 118710
36 22 186198
35 24 243210
32 2 115036
7 24 373438
41 3 275064
2 36 124417
15 38 313691
4 30 412301
13 2 210550
13 22 118639
31 23 510592
12 1 217137
11 4 193013
2 40 303313
33 35 230206
34 3 177262
1 22 140157
37 40 182902
13 42 358342
9 33 220848
2 25 423284
33 2 321372
31 40 120581
27 21 192362
19 3 13136
11 38 81376
24 6 416719
30 36 290606
8 1 148186
40 15 229279
10 1 168865
21 30 272250
15 3 261741
3 26 310159
31 32 107540
36 9 256639
27 1 203793
28 5 134974
24 16 170708
24 9 422451
40 33 128708
31 3 214213
25 37 416196
9 37 189999
31 28 73326
8 16 203919
19 34 190398
3 1 100620
4 14 434337
5 23 419911
7 12 118928
33 7 168579
7 11 136483
9 35 248392
5 6 262929
12 24 292597
23 33 493754
18 20 357063
21 20 88732
19 15 248605
21 12 108429
3 36 136526
18 36 286687
8 38 211314
27 23 485674
23 38 443433
8 10 204001
2 26 408132
6 28 233057
40 3 160626
8 23 459679
2 20 192489
9 32 229308
1 41 297234
5 14 232061
35 21 95754
20 39 25426
35 31 194319
19 13 40741
5 38 90639
14 8 111386
18 31 169766
27 34 30691
16 34 144547
10 13 226902
22 25 287935
23 36 430383
10 36 174705
29 34 290878
13 11 186775
16 20 281711
30 38 141343
28 1 162485
4 22 274909
30 11 219288
14 21 159038
39 38 217606
27 26 285078
33 20 306398
33 31 119101
34 12 60745
33 32 226641
36 1 118890
16 4 266994
29 5 249389
21 32 8975
22 42 368583
40 25 339239
23 4 540196
14 33 336686
24 23 507375
36 19 126874
41 42 395891
34 6 183840
33 19 209204
13 15 269034
27 8 238929
24 10 311018
36 42 272209
11 6 253666
31 15 219672
25 41 257296
36 38 182018
31 22 69277
22 35 180382
42 19 399083
17 35 166592
35 20 184486
30 18 360234
1 25 365288
14 29 246787
23 21 412027
10 21 164937
24 1 284702
40 24 344708
2 6 319320
42 38 231895
11 28 144237
13 9 300248
24 33 361816
26 32 293096
20 11 207730
38 566
33 12 178913
9 38 52344
25 21 89396
29 35 194316
9 27 107874
17 28 74297
11 27 145799
24 25 92769
12 35 152936
18 20 98004
33 31 170286
14 19 28531
6 38 67613
8 19 7407
11 23 130690
4 3 14230
32 4 57071
11 5 283413
11 31 259118
16 21 81876
5 27 187842
4 28 73993
24 5 148861
20 1 146151
29 34 248435
34 2 174083
10 4 104284
22 3 130793
6 27 79090
16 31 155659
26 13 107696
15 22 177107
22 33 152035
7 16 23380
28 24 79182
13 8 162335
17 12 128234
24 36 45909
15 33 45010
32 37 92479
27 12 171343
8 35 114677
10 1 200996
1 8 119681
22 31 46998
5 8 148961
3 36 50714
15 20 139739
4 30 101558
2 19 35607
3 6 44914
35 23 118439
36 18 55293
34 1 237306
8 33 25947
8 14 35938
34 33 125060
8 27 53695
35 5 240691
15 16 70070
31 20 172502
5 28 217689
12 37 178849
27 23 57457
25 7 101434
32 12 105374
28 21 146343
17 31 139913
36 14 67133
36 22 157283
6 22 147247
25 4 87580
19 29 176251
9 26 110163
12 8 152966
11 12 247439
4 22 116563
30 20 180753
25 17 163553
12 16 152967
13 29 286137
22 13 237497
7 23 4803
27 26 93520
17 26 125323
21 18 91159
15 26 81434
11 4 139741
19 34 138476
10 5 210930
5 25 218883
37 25 118752
21 3 86580
9 36 125757
34 26 159338
29 37 209541
16 8 19072
32 11 142065
9 2 122762
12 29 41380
13 27 201216
38 15 23615
28 31 214210
31 21 187636
29 31 123697
7 9 103127
7 21 68102
32 14 83484
21 2 95461
32 8 66596
13 10 216209
1 11 223910
13 16 166572
24 26 54539
7 24 8665
35 28 183381
1 32 167227
27 14 74819
20 22 195758
22 35 117617
1 35 155896
14 18 45222
18 34 130943
10 16 113810
10 8 109573
24 21 67161
16 6 40210
25 14 113993
38 3 22699
16 37 44934
12 14 159476
16 30 111084
29 10 121681
33 17 111445
7 5 157526
37 22 151971
10 33 88750
9 16 98799
32 18 75880
28 29 139300
14 24 21224
11 21 193989
5 29 89249
25 15 74266
28 2 107482
10 7 118138
25 8 92869
1 31 213089
34 16 150120
5 9 143027
18 35 90579
18 7 32663
17 24 85398
33 32 92543
9 12 232714
1 24 104967
30 12 208245
27 29 129963
37 30 136966
14 35 94687
35 2 101763
4 12 143441
27 36 84890
2 31 112644
23 33 44523
14 1 93369
38 33 21395
15 10 43744
23 31 144806
18 1 128965
26 33 79214
9 4 89273
19 33 33354
32 13 210535
25 1 184292
37 2 68897
19 37 33290
29 16 184355
14 2 7105
19 38 34811
35 31 70619
27 17 95818
26 32 106421
17 19 78091
18 26 39699
38 1 133641
20 35 138927
9 31 201235
37 23 44459
28 36 114713
11 29 275762
6 14 4271
34 11 165963
23 2 32162
15 31 172506
6 13 187730
27 33 34135
31 32 117053
34 27 159195
9 17 165246
32 6 87776
11 9 206918
15 2 94033
23 36 49771
33 35 111920
34 21 142410
9 34 156009
12 18 162250
6 1 97653
3 33 44094
1 13 267202
34 23 149645
25 30 156253
12 38 180370
25 36 124064
15 8 65833
4 18 18809
25 20 114916
37 24 40597
36 1 150876
21 17 152559
12 23 142114
34 24 145783
36 13 193530
21 22 188913
14 29 190864
1 29 208074
28 33 99432
15 14 86957
28 14 100406
29 21 236801
14 30 127971
29 33 164098
21 36 113070
29 23 173502
5 15 171756
26 31 195483
6 26 80034
13 38 165515
13 25 216166
10 23 113335
8 6 40209
23 9 98324
32 16 66604
7 28 87847
6 31 123991
26 3 35120
25 22 145238
28 15 101652
33 25 72046
7 20 82671
18 11 158550
4 14 26413
26 16 58876
35 4 109388
15 34 127280
15 18 50893
10 18 94633
16 5 153198
2 22 150052
26 4 49350
31 36 186853
26 35 130278
2 20 59858
7 22 130417
14 5 170085
30 31 241775
13 21 229396
26 25 108470
18 9 79622
25 16 97106
32 7 70925
3 15 46314
33 30 126997
22 28 167212
23 16 18577
21 5 216022
36 37 71892
33 11 175213
32 30 156148
24 35 114577
14 34 167007
38 4 36929
28 18 92802
16 33 44998
23 28 83044
13 18 147395
4 1 110156
17 2 113698
32 23 66122
9 35 164546
11 14 155776
31 34 151254
35 15 135817
17 10 180257
17 3 90203
36 17 116693
16 2 43015
30 35 210946
27 24 53595
7 8 23379
27 32 105477
20 36 80929
3 30 115788
30 10 172957
7 14 29889
19 24 7307
26 22 165913
4 15 60544
32 24 62260
6 23 29357
7 37 49262
8 17 85498
2 13 190535
19 6 32802
28 19 76111
23 20 77868
18 23 27860
34 37 171766
25 18 77929
21 30 173925
24 30 106747
31 3 160363
18 22 135372
23 24 3862
28 16 83519
6 4 30684
20 34 132572
19 13 154928
5 4 143672
28 26 123343
5 13 288349
33 7 49326
18 30 120367
3 13 142816
35 21 181738
1 16 119682
27 2 81895
20 14 52782
24 2 28300
3 20 93425
37 4 35408
25 19 85462
28 9 130381
15 29 165421
9 1 185985
38 25 50651
30 22 194777
3 10 90054
20 28 153188
32 29 144447
18 31 161198
17 14 106622
37 1 145564
23 5 152723
30 36 142278
11 19 141859
7 2 36965
22 19 118681
20 37 114603
20 13 236241
26 38 57819
11 20 208558
12 7 146917
26 7 63204
35 37 140562
7 35 123242
28 25 128688
12 24 138252
2 32 90560
12 21 205413
20 17 127185
1 19 112274
17 37 111381
24 20 74006
27 38 55530
21 19 74468
27 35 77785
28 12 180680
22 10 198380
30 6 132266
15 6 91228
29 7 178305
4 23 9051
14 23 25086
15 7 74398
3 1 124386
12 25 180557
17 35 136202
5 1 253828
31 25 98240
2 3 47719
22 29 76699
17 1 173254
11 36 180461
33 13 186910
8 11 149266
13 28 218879
8 22 126088
8 20 88720
3 27 58400
36 2 74209
9 30 157960
3 16 23756
4 34 140594
7 3 28084
11 10 244025
32 9 146344
7 13 170900
30 7 115412
23 8 18576
35 6 90416
21 4 72350
35 19 107282
15 13 189138
30 23 110609
25 23 96631
38 14 63342
21 6 92656
29 26 178441
2 12 166567
28 34 181702
2 30 135063
10 37 135456
21 15 132894
34 35 221522
24 16 14715
38 30 105602
15 30 129217
31 4 146133
19 27 46288
36 26 85834
34 30 209267
37 15 91716
12 6 163747
37 8 40697
28 38 78037
20 6 48511
11 2 162852
8 21 81875
5 30 245230
19 20 81313
13 24 162235
1 2 100445
3 5 145533
27 7 62260
11 7 135493
35 16 118914
35 32 166459
11 13 296787
4 19 2118
24 9 94462
13 17 144582
6 10 134968
27 28 122399
26 21 121700
10 36 140768
20 38 116124
1 7 96302
27 4 48406
33 24 40661
19 36 38602
5 33 174934
24 15 65733
37 31 181541
16 11 149271
29 38 185493
3 25 73350
37 11 175149
6 34 171300
20 12 212258
29 18 192942
17 38 112902
25 35 168508
26 14 75778
19 26 47232
29 8 183658
34 8 145883
17 16 89735
29 17 169614
27 21 120756
38 35 117857
20 29 243646
12 10 163061
6 37 66092
29 3 188363
16 38 46455
5 32 200743
32 38 94000
29 25 221937
11 17 208018
37 14 61821
3 11 153971
9 37 120445
13 31 284507
22 12 35319
25 10 118029
21 37 107758
23 17 89260
1 27 78111
9 25 102995
28 8 83518
10 28 145414
12 13 244757
26 5 180653
2 26 82839
8 26 54639
12 31 82317
10 19 102166
4 24 5189
1 30 71392
10 26 125174
33 21 107822
2 5 177161
27 37 79578
11 28 213734
10 31 162696
33 37 66644
35 11 223584
31 38 148905
38 8 42218
34 5 271897
21 1 164404
13 34 267034
5 38 168232
21 20 141167
9 29 194150
6 2 11347
24 22 121752
4 8 9525
36 35 145872
36 34 177078
19 5 141554
15 27 79145
36 38 73413
14 33 61885
14 13 183459
20 9 168468
23 22 125614
19 7 15972
27 18 62979
3 12 157671
34 25 53014
20 27 127601
22 27 164969
24 11 134552
9 6 119957
26 1 159506
23 13 166097
11 26 189091
26 20 128545
11 38 176670
9 8 94562
17 7 94063
27 25 106181
31 8 155658
18 19 16691
1 33 112246
2 25 121069
6 29 195135
23 38 45980
23 3 23281
3 9 75043
12 19 145559
5 20 183881
5 36 102952
35 239
16 18 135095
33 3 158909
28 19 152931
13 9 119556
23 30 205254
30 28 187776
1 9 39933
9 21 247375
19 15 61326
24 12 325243
35 31 155208
22 28 115204
24 4 178100
17 31 176529
16 34 35918
33 7 65302
12 9 146258
24 29 163075
8 34 194744
25 17 178440
11 3 188322
16 5 212057
12 26 182796
1 26 106592
25 26 134227
33 26 126131
23 14 196645
31 18 160005
12 16 253046
8 30 111891
14 24 106816
8 12 313725
21 28 183704
2 30 170217
13 17 195931
18 8 127995
21 13 172637
31 19 139322
13 30 139763
25 24 209263
15 9 115442
26 17 129616
18 9 71667
20 27 186888
11 27 150905
5 6 208870
18 26 110368
13 3 172307
11 14 100187
2 29 209870
30 3 201675
5 33 246572
15 14 73297
33 31 193234
16 6 64145
7 23 142614
2 4 158927
20 6 97143
27 7 79872
16 22 20855
22 7 35496
16 27 136223
28 10 223296
17 32 210081
30 29 39653
15 30 89903
21 25 157300
29 27 164701
4 20 158327
8 35 192463
12 2 110980
19 17 37207
25 10 88818
6 27 89745
26 21 163083
7 3 139035
1 17 174042
15 21 132000
28 5 253771
16 24 212067
19 7 161252
25 8 197732
11 20 185613
9 8 167454
1 12 186191
7 8 174531
12 13 156098
7 4 7962
35 14 97178
24 8 11531
25 12 126617
11 28 146985
27 21 163295
3 17 183712
18 24 139526
3 25 142826
3 28 218743
3 2 242704
30 1 95496
14 29 56259
18 13 123659
34 33 40307
32 3 196241
35 26 83543
33 22 55370
27 25 5995
12 15 154698
15 23 136096
11 19 103092
4 23 150576
18 2 186321
25 2 99878
23 9 158130
18 12 217925
26 32 80465
6 28 128368
33 30 119294
7 10 143066
29 17 187737
21 30 221925
4 1 89989
18 17 204540
35 7 22714
2 17 278318
7 13 103358
22 2 127345
31 20 221843
11 18 99685
4 8 166569
11 17 140299
26 19 92409
32 23 186641
22 9 112028
35 28 102422
22 31 155489
27 13 23486
22 25 121363
19 2 264348
21 11 173766
30 31 167899
7 26 106257
21 12 283917
28 18 203880
12 6 201402
4 13 95396
32 12 117747
7 32 110809
15 32 111548
21 22 221994
6 22 43290
30 17 188436
6 24 226817
32 19 172874
7 18 78744
30 16 118991
13 24 238744
21 31 207215
24 34 206275
7 29 102293
32 8 195965
29 5 251370
32 24 207496
34 20 125370
6 32 97249
21 19 70674
16 1 92950
15 25 103144
34 17 173464
30 24 123422
12 23 290794
30 7 62640
1 22 72095
30 27 125048
25 18 110090
10 21 231974
25 28 208363
6 21 178704
17 15 98533
23 5 298271
11 1 117275
13 6 66259
2 6 170635
23 3 236221
27 10 82823
26 4 114219
35 13 96767
15 31 77996
17 14 171830
4 14 71284
8 20 312429
12 34 229629
26 29 120287
20 5 306013
17 8 161834
14 20 217144
24 26 211196
18 14 32710
35 27 102586
31 12 76702
28 34 100141
20 9 165881
15 18 106007
3 12 169613
16 14 105251
27 22 115368
25 32 118586
23 1 118197
27 14 108442
31 26 106094
24 5 311412
35 9 99246
24 21 241363
13 23 155651
17 5 138047
28 26 136302
6 25 95740
20 17 242380
13 1 95064
35 22 12782
10 9 135989
29 33 79641
10 31 138733
10 6 125596
34 15 74931
20 33 165677
1 27 118550
32 34 125476
23 22 112249
15 35 77212
30 35 85354
29 20 200723
16 9 132883
10 19 179403
24 9 178985
10 4 135104
22 30 98136
28 33 140448
31 16 176344
5 9 247579
29 3
19 7 887082
15 22 681098
17 26 381915
9 19
4 8 574209
3 5 570051
5 4 606835
5 7 998358
3 1 97418
8 9 415878
5 9 358109
3 2 308933
1 9 309360
8 5 773987
7 2 743615
3 9 211942
5 1 576801
1 6 602809
8 7 826120
6 4 818725
9 6 660394
5 2 365286
2 6 814298
25 128
21 25 121649
6 12 275018
5 17 315781
13 2 34106
20 17 290273
14 24 281830
6 3 201995
5 24 172810
7 25 99300
6 24 299823
23 17 68514
4 2 116963
13 7 105430
15 8 304615
4 23 120682
23 20 306927
17 9 130118
20 15 351969
8 18 292439
10 16 233754
13 24 254657
3 25 134040
11 3 194860
21 3 62828
20 19 240614
1 2 101656
2 7 127276
19 11 160089
3 8 234255
20 16 175229
9 6 256078
22 17 159633
10 25 18663
23 5 310265
18 3 211607
16 4 297306
12 13 241762
14 18 78676
18 5 380971
15 11 265220
20 10 166232
12 17 184523
7 14 132603
12 2 247391
22 24 204233
17 21 32059
18 22 340444
16 6 320006
19 9 229688
22 14 296180
14 25 33303
18 19 261685
5 15 342508
22 1 183682
4 13 82857
3 17 30769
21 5 299688
14 8 213763
7 4 188287
5 16 126304
13 21 127779
24 25 248527
24 20 221735
7 3 233340
25 17 150393
22 20 332956
1 15 125205
9 24 260609
22 19 223112
22 2 275182
14 12 281195
5 8 148909
19 1 223386
7 24 296927
25 1 129632
17 15 101129
6 8 393787
13 3 127910
6 7 114122
10 7 80637
7 17 249693
11 9 146317
17 8 236935
25 20 147569
22 15 58477
15 23 169643
13 5 272440
19 10 168369
18 10 130642
16 7 310033
20 13 153699
2 10 46639
5 4 189583
25 23 159358
4 8 257187
22 6 247227
13 9 86112
2 15 226861
9 1 154194
21 11 132032
2 9 107958
11 22 313541
25 4 88987
19 3 278231
20 2 175545
20 5 301533
1 14 162935
22 8 298197
1 8 212859
21 24 126878
13 17 156545
14 16 248394
18 16 284664
23 3 99283
14 2 61279
16 9 295073
21 10 140312
11 13 72465
11 1 140015
3 4 186732
21 18 164745
3 22 128837
1 23 44438
11 10 84998
4 10 107650
23 19 253112
21 1 7983
11 2 38359
41 67
13 9 197345
7 32 473228
25 12 398459
9 21 435566
19 2 290176
26 9 700717
28 32 553733
37 36 557605
20 13 644229
17 39 580581
20 34 738476
4 14 309543
29 7 485059
20 8 569102
31 3 78354
36 29 587492
24 17 349837
29 25 994812
23 17 29941
37 28 740031
2 22 59521
21 18 675489
14 2 60771
40 39 676180
5 34 496020
1 5 257202
23 6 526728
7 20 826742
40 22 384705
5 36 524983
40 26 86577
2 33 374684
41 27 168032
1 12 202440
3 27 357390
17 4 281412
36 26 799874
29 33 672579
17 36 353149
16 12 673158
26 7 837713
14 28 603551
32 36 233701
29 6 841204
35 8 229097
6 22 522099
1 27 199335
11 14 426031
17 26 496594
11 9 382069
39 9 545805
14 12 18102
38 27 33685
34 4 364023
25 6 905275
32 11 524508
33 4 309473
24 4 631249
4 23 311353
9 32 336232
17 33 340475
19 13 296961
19 25 545423
9 33 305699
1 18 362928
30 18 873641
12 39 626814
32 148
19 18 305870
6 4 24289
26 2 72689
23 3 230785
30 27 206080
28 20 257277
11 8 268771
3 27 190736
18 2 196727
18 6 194026
26 13 157327
3 15 342740
27 4 111801
11 30 318742
17 10 285156
17 30 289364
14 11 267646
15 28 393165
